CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM
409,209,1303,123199,Energy,TCA Cycle,1452,NAMED,BJEPYKJPYRNKOW-UHFFFAOYAM,OC(C(O)=O)CC(O)=O,malate,malate,6915-15-7,510,"HMDB0031518,HMDB0000156,HMDB0000744","C00149,C00711,C00497",525,Neg
415,400,1302,155355,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",434,NAMED,FFEARJCKVFRZRR-BYPYZUCNBW,CSCCC(N)C(O)=O,methionine,methionine,63-68-3,5907,HMDB0000696,C00073,6137,Pos Early
418,305,1496,145730,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1775,NAMED,ZIYVHBGGAOATLY-UHFFFAOYAT,O=C(C(C(O)=O)C)O,methylmalonate (MMA),methylmalonate (MMA),516-05-2,473,HMDB0000202,C02170,487,Polar
420,400,1497,155379,Lipid,Phospholipid Metabolism,2238,NAMED,HZAXFHJVJLSVMW-UHFFFAOYAD,OCCN,ethanolamine,ethanolamine,141-43-5,13835336,HMDB0000149,C00189,700,Pos Early
424,209,1336,125720,Lipid,Long Chain Saturated Fatty Acid,1511,NAMED,IPCSVZSSVZVIGE-UHFFFAOYAJ,OC(CCCCCCCCCCCCCCC)=O,palmitate (16:0),palmitate (16:0),57-10-3,960,HMDB0000220,C00249,985,Neg
428,209,31475,124695,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4310,NAMED,BOPGDPNILDQYTO-NNYOXOHSBA,O[C@@H]([C@H]1O)[C@H](O[C@H]1COP(OP(OC[C@H]2O[C@@H](N(C=CC3)C=C3C(N)=O)[C@H](O)[C@@H]2O)(O)=O)(O)=O)N4C(N=CN=C5N)=C5N=C4,nicotinamide adenine dinucleotide reduced (NADH),NADH,"606-68-8,58-68-4",388299,HMDB0001487,C00004,439153,Neg
432,400,594,155332,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4305,NAMED,DFPAKSUCGFBDDF-UHFFFAOYAZ,NC(C1=CN=CC=C1)=O,nicotinamide,nicotinamide,98-92-0,911,HMDB0001406,C00153,936,Pos Early
439,209,1358,125724,Lipid,Long Chain Saturated Fatty Acid,1515,NAMED,QIQXTHQIDYTFRH-UHFFFAOYAB,CCCCCCCCCCCCCCCCCC(O)=O,stearate (18:0),stearate (18:0),57-11-4,5091,HMDB0000827,C01530,5281,Neg
444,400,1493,155375,Amino Acid,Urea cycle; Arginine and Proline Metabolism,487,NAMED,AHLPHDHHMVZTML-BYPYZUCNBZ,O=C(O)[C@@H](N)CCCN,ornithine,ornithine,3184-13-2,6026,HMDB0000214,C00077,6262,Pos Early
445,305,1505,146440,Nucleotide,"Pyrimidine Metabolism, Orotate containing",4208,NAMED,PXQPEWDEAKTCGB-UHFFFAOYAD,O=C(C1=CC(O)=NC(O)=N1)O,orotate,orotate,50887-69-9,942,HMDB0000226,C00295,967,Polar
448,400,27727,155840,Amino Acid,Glutathione Metabolism,567,NAMED,YPZRWBKMTBYPTK-BJDJZHNGBD,O=C([C@@H](NC(CC[C@@H](C(O)=O)N)=O)CSSC[C@@H](C(NCC(O)=O)=O)NC(CC[C@@H](C(O)=O)N)=O)NCC(O)=O,"glutathione, oxidized (GSSG)","glutathione, oxidized (GSSG)",103239-24-3,58835,HMDB0003337,"D00031,C00127",65359,Pos Early
452,209,33447,126083,Lipid,Long Chain Monounsaturated Fatty Acid,1530,NAMED,SECPZKHBENQXJG-FPLPWBNLBE,CCCCCC\C=C/CCCCCCCC(O)=O,palmitoleate (16:1n7),palmitoleate (16:1n7),373-49-9,393216,HMDB0003229,C08362,445638,Neg
460,400,64,155301,Amino Acid,Phenylalanine Metabolism,140,NAMED,COLNVLDHVKWLRT-QMMMGPOBBC,NC(C(O)=O)CC1=CC=CC=C1,phenylalanine,phenylalanine,63-91-2,5910,HMDB0000159,C00079,6140,Pos Early
461,209,42109,126986,Energy,Oxidative Phosphorylation,1469,NAMED,NBIIXXVUZAFLBC-DFZHHIFOAA,O=P(O)(O)O,phosphate,phosphate,7664-38-2,1032,HMDB0001429,C00009,1061,Neg
463,400,597,155334,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1238,NAMED,DTBNBXWJWCWCIK-UHFFFAOYAU,O=P(O)(OC(C(O)=O)=C)O,phosphoenolpyruvate (PEP),phosphoenolpyruvate (PEP),10526-80-4,980,HMDB0000263,C00074,1005,Pos Early
469,402,1510,157932,Lipid,Sphingolipid Synthesis,3004,NAMED,AERBNCYCJBRYDG-FGTMMUONBE,O[C@@H]([C@@H](O)[C@@H](N)CO)CCCCCCCCCCCCCC,phytosphingosine,phytosphingosine,554-62-1,21238683,HMDB0004610,C12144,122121,Pos Late
479,402,1665,164259,Lipid,Progestin Steroids,3264,NAMED,RJKFOVLPORLFTN-LEKSSAKUBC,CC(C(CCC1C2CCC3=CC4=O)C1(CCC2C3(CC4)C)C)=O,progesterone,progesterone,57-83-0,5773,HMDB0001830,"C00410,DG02004,D00066",5994,Pos Late
480,400,1898,155455,Amino Acid,Urea cycle; Arginine and Proline Metabolism,495,NAMED,ONIBWKKTOPOVIA-BYPYZUCNBZ,OC(C1CCCN1)=O,proline,proline,147-85-3,128566,"HMDB0000162,HMDB0003411","C00148,C000763","8988,145742,614",Pos Early
482,305,527,146396,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1240,NAMED,JVTAAEKCZFNVCJ-UHFFFAOYAX,CC(O)C(O)=O,lactate,lactate,79-33-4,592,HMDB0000190,C00186,612,Polar
487,209,7746,141812,Lipid,Eicosanoid,2085,NAMED,XEYBRNLFEZDVAW-ARSRFYASBG,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC([C@@H]1C/C=C\CCCC(O)=O)=O,prostaglandin E2,prostaglandin E2,363-24-6,4444059,HMDB0001220,"C00584,DG00448,D00079",5280360,Neg
491,400,1651,155439,Cofactors and Vitamins,Vitamin B6 Metabolism,4451,NAMED,RADKZDMFGJYCBB-UHFFFAOYAP,OC1=C(C)N=CC(CO)=C1C=O,pyridoxal,pyridoxal,65-22-5,1021,HMDB0001545,C00250,1050,Pos Early
492,209,5331,152420,Cofactors and Vitamins,Vitamin B6 Metabolism,4450,NAMED,NGVDGCNFYWLIFO-UHFFFAOYAW,O=P(O)(O)OCC1=CN=C(C)C(O)=C1C([H])=O,pyridoxal phosphate,pyridoxal phosphate,41468-25-1,1022,HMDB0001491,C00018,1051,Neg
493,400,3138,155486,Cofactors and Vitamins,Vitamin B6 Metabolism,4449,NAMED,ZMJGSOSNSPKHNH-UHFFFAOYAM,NCC1=C(COP(O)(O)=O)C=NC(C)=C1O,pyridoxamine phosphate,pyridoxamine phosphate,529-96-4,1024,HMDB0001555,C00647,1053,Pos Early
496,400,2127,155459,Amino Acid,Glutathione Metabolism,566,NAMED,RWSXRVCMGQZWBV-WDSKDSINBK,O=C(N[C@@H](CS)C(NCC(O)=O)=O)CC[C@@H]([C@@](O)=O)N,"glutathione, reduced (GSH)","glutathione, reduced (GSH)",70-18-8,111188,HMDB0000125,"D00014,C00051",124886,Pos Early
498,402,1806,165222,Cofactors and Vitamins,Vitamin A Metabolism,4430,NAMED,FPIPGXGPPPQFEQ-OVSJKPMPBW,C/C(/C=C/C(C(C)(CCC1)C)=C1C)=C\C=C\C(C)=C\CO,retinol (Vitamin A),retinol (Vitamin A),68-26-8,393012,HMDB0000305,C00473,445354,Pos Late
500,209,1827,123225,Cofactors and Vitamins,Riboflavin Metabolism,4333,NAMED,AUNGANRZJHBGPY-SCRDCRAPBG,OC(C(O)C(O)CO)CN1C(C=C2C)=C(C=C2C)N=C(C(N3)=O)C1=NC3=O,riboflavin (Vitamin B2),riboflavin (Vitamin B2),83-88-5,431981,HMDB0000244,C00255,493570,Neg
501,305,1515,164364,Xenobiotics,Drug - Topical Agents,5960,NAMED,4000,OC1=C(C(O)=O)C=CC=C1,salicylate,salicylate,69-72-7,331,HMDB0001895,C00805,338,Polar
503,400,1648,155437,Amino Acid,"Glycine, Serine and Threonine Metabolism",10,NAMED,MTCFGRXMJLQNBG-REOHCLBHBX,OC([C@@H](N)CO)=O,serine,serine,56-45-1,5736,HMDB0000187,C00065,5951,Pos Early
507,400,603,155336,Amino Acid,Polyamine Metabolism,552,NAMED,PFNFFQXMRSDOHW-UHFFFAOYAC,NCCCNCCCCNCCCN,spermine,spermine,71-44-3,1072,HMDB0001256,C00750,1103,Pos Early
512,209,2125,124601,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",471,NAMED,XOAAWQZATWQOTB-UHFFFAOYAA,NCCS(=O)(O)=O,taurine,taurine,107-35-7,1091,HMDB0000251,C00245,1123,Neg
519,209,1365,125728,Lipid,Long Chain Saturated Fatty Acid,1508,NAMED,TUNFSRHWOTWDNC-UHFFFAOYAZ,OC(CCCCCCCCCCCCC)=O,myristate (14:0),myristate (14:0),544-63-8,10539,HMDB0000806,C06424,11005,Neg
522,400,35670,156227,Cofactors and Vitamins,Thiamine Metabolism,4423,NAMED,YXVCLPJQTZXJLH-UHFFFAOYAW,CC1=NC=C(C(N)=N1)C[N+]2=CSC(CCOP(OP(O)([O-])=O)(O)=O)=C2C,thiamin diphosphate,thiamin diphosphate,154-87-0,8715,HMDB0001372,C00068,1132,Pos Early
523,400,15798,164851,Cofactors and Vitamins,Thiamine Metabolism,4422,NAMED,HZSAJDVWZRBGIF-UHFFFAOYAQ,CC1=NC=C(C[N+]2=CSC(CCOP(O)([O-])=O)=C2C)C(N)=N1,thiamin monophosphate,thiamin monophosphate,532-40-1,2627905,HMDB0002666,C01081,"1131,3382778",Pos Early
533,400,1670,155443,Amino Acid,Urea cycle; Arginine and Proline Metabolism,485,NAMED,XSQUKJJJFZCRTK-UHFFFAOYAF,O=C(N)N,urea,urea,57-13-6,1143,HMDB0000294,C00086,1176,Pos Early
535,209,606,123185,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4220,NAMED,DRTQHJPVMGBUCF-XVFCMESIBG,OC1C(N(C=CC2=O)C(N2)=O)OC(CO)C1O,uridine,uridine,58-96-8,5807,HMDB0000296,C00299,6029,Neg
536,209,52602,165330,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4236,NAMED,MXHRCPNRJAMMIM-SHYZEUOFBK,O=C(NC1=O)N(C=C1)C(CC2O)OC2CO,2'-deoxyuridine,2'-deoxyuridine,951-78-0,13118,HMDB0000012,C00526,13712,Neg
561,400,57,155297,Amino Acid,Glutamate Metabolism,44,NAMED,WHUUTDBJXJRKMK-UHFFFAOYAD,O=C(O)[C@@H](N)CCC(O)=O,glutamate,glutamate,56-86-0,591,HMDB0000148,"C00025,C00217",33032,Pos Early
563,400,53,155293,Amino Acid,Glutamate Metabolism,45,NAMED,ZDXPYRJPNDTMRX-VKHMYHEABV,OC([C@@H](N)CCC(N)=O)=O,glutamine,glutamine,56-85-9,5746,HMDB0000641,C00064,5961,Pos Early
564,400,1284,155352,Amino Acid,"Glycine, Serine and Threonine Metabolism",17,NAMED,AYFVYJQAPQTCCC-GBXIJSLDBG,N[C@H](C(O)=O)[C@H](O)C,threonine,threonine,72-19-5,6051,HMDB0000167,C00188,6288,Pos Early
565,400,54,155294,Amino Acid,Tryptophan Metabolism,254,NAMED,QIVBCDIJIAJPQS-VIFPVBQEBP,O=C(O)[C@@H](N)CC1=CNC2=C1C=CC=C2,tryptophan,tryptophan,73-22-3,6066,HMDB0000929,C00078,6305,Pos Early
566,400,1649,155438,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",416,NAMED,KZSNJWFQEVHDMF-BYPYZUCNBW,N[C@H](C(O)=O)C(C)C,valine,valine,72-18-4,6050,HMDB0000883,C00183,6287,Pos Early
568,400,2150,155464,Cofactors and Vitamins,Vitamin B6 Metabolism,4448,NAMED,NHZMQXZHNVQTQA-UHFFFAOYAS,NCC(C(O)=C(C)N=C1)=C1CO,pyridoxamine,pyridoxamine,58052-48-5,1023,HMDB0001431,C00534,1052,Pos Early
572,305,48152,151982,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1223,NAMED,WQZGKKKJIJFFOK-DVKNGEFBBQ,O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,glucose,glucose,50-99-7,71358,HMDB0000122,C00031,5793,Polar
798,400,555,155320,Nucleotide,"Purine Metabolism, Adenine containing",4147,NAMED,OIRDTQYFTABQOQ-KQYNXXCUBX,NC1=NC=NC2=C1N=CN2[C@@]3([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O3,adenosine,adenosine,58-61-7,54923,HMDB0000050,C00212,60961,Pos Early
799,400,3141,155487,Amino Acid,"Glycine, Serine and Threonine Metabolism",7,NAMED,KWIUHFFTVRNATP-UHFFFAOYAI,O=C(C[N+](C)(C)C)[O-],betaine,betaine,107-43-7,"19951173,242",HMDB0000043,C00719,247,Pos Early
800,400,1868,155454,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",455,NAMED,XUJNEKJLAYXESH-REOHCLBHBU,SC[C@H](N)C(O)=O,cysteine,cysteine,"56-89-3,52-90-4",5653,HMDB0000574,C00097,5862,Pos Early
803,305,48153,152039,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1353,NAMED,GZCGUPFRVQAUEE-KVTDHHQDBB,O[C@@H]1C(CO)O[C@@H](O)[C@@H](O)[C@H]1O,mannose,mannose,3458-28-4,141983,HMDB0000169,"C00159,C02209,C00936","82308,439680,185698,18950",Polar
806,400,5086,155492,Amino Acid,"Glycine, Serine and Threonine Metabolism",6,NAMED,FFDGPVCHZBVARC-UHFFFAOYAX,CN(C)CC(O)=O,dimethylglycine,dimethylglycine,1118-68-9,653,HMDB0000092,C03626,673,Pos Early
811,400,1126,155351,Amino Acid,Alanine and Aspartate Metabolism,29,NAMED,QNAYBMKLOCPYGJ-REOHCLBHBS,O=C(O)[C@@H](N)C,alanine,alanine,56-41-7,5735,HMDB0000161,C00041,5950,Pos Early
815,400,1299,155353,Amino Acid,Tyrosine Metabolism,162,NAMED,OUYCCCASQSFEME-QMMMGPOBBZ,N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,tyrosine,tyrosine,60-18-4,5833,HMDB0000158,C00082,6057,Pos Early
818,305,15872,147518,Lipid,Fatty Acid Synthesis,1473,NAMED,OFOBLEOULBTSOW-UHFFFAOYAJ,O=C(O)CC(O)=O,malonate,malonate,"26522-22-85-0,141-82-2",844,HMDB0000691,C00383,867,Polar
821,209,33442,125870,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4222,NAMED,HZIOZCLEXIYJAD-JWMKEVCDBU,O[C@]1([H])[C@@](O)([H])[C@](CO)([H])O[C@]1(C2=CNC(NC2=O)=O)[H],pseudouridine,pseudouridine,1445-07-4,21403010,HMDB0000767,C02067,15047,Neg
823,305,48990,160586,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1239,NAMED,LCTONWCANYUPML-REWHXWOFAD,CC(C(O)=O)=O,pyruvate,pyruvate,127-17-3,96901,HMDB0000243,C00022,1060,Polar
825,305,605,146422,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4221,NAMED,ISAKRJDGNUQOIC-UHFFFAOYAV,O=C(NC=C1)NC1=O,uracil,uracil,66-22-8,1141,HMDB0000300,C00106,1174,Polar
827,400,514,155308,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4252,NAMED,UHDGCWIWMRVCDJ-XVFCMESIBD,OC[C@@H]1[C@H]([C@H]([C@H](N2C(N=C(C=C2)N)=O)O1)O)O,cytidine,cytidine,65-46-3,5940,HMDB0000089,C00475,6175,Pos Early
848,400,553,155318,Xenobiotics,Tobacco Metabolite,4611,NAMED,UIKROCXWUNQSPJ-VIFPVBQEBC,O=C1CC[C@@H]([C@]2=CN=CC=C2)N1C,cotinine,cotinine,486-56-6,746405,HMDB0001046,,408,Pos Early
849,400,569,155325,Xenobiotics,Xanthine Metabolism,4591,NAMED,RYYVLZVUVIJVGH-UHFFFAOYAW,O=C(N(C)C1=C2N(C)C=N1)N(C)C2=O,caffeine,caffeine,58-08-2,2424,HMDB0001847,C07481,2519,Pos Early
869,305,2856,146458,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4215,NAMED,DJJCXFVJDGTHFX-FHLVPPQOBI,O[C@]1([H])[C@@](O)([H])[C@](COP(O)(O)=O)([H])O[C@]1(N(C=C2)C(NC2=O)=O)[H],uridine 5'-monophosphate (UMP),UMP,3387-36-8,1399139,HMDB0000288,C00105,6030,Polar
870,209,5345,124835,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4214,NAMED,XCCTYIAWTASOJW-XVFCMESIBB,OC1C(N(C=CC2=O)C(N2)=O)OC(COP(OP(O)(O)=O)(O)=O)C1O,uridine 5'-diphosphate (UDP),uridine 5'-diphosphate (UDP),21931-53-3,5809,HMDB0000295,C00015,6031,Neg
871,209,33448,126085,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4213,NAMED,PGAVKCOVUIYSFO-XVFCMESIBR,O[C@]1([H])[C@@](O)([H])[C@](COP(O)(OP(O)(OP(O)(O)=O)=O)=O)([H])O[C@]1(N(C=C2)C(NC2=O)=O)[H],uridine 5'-triphosphate (UTP),uridine 5'-triphosphate (UTP),19817-92-6,5903,HMDB0000285,C00075,6133,Neg
872,209,2183,124827,Nucleotide,"Pyrimidine Metabolism, Thymine containing",4275,NAMED,IQFYYKKMVGJFEH-XLPZGREQBQ,O=C(NC(C(C)=C1)=O)N1[C@]2([C@@]([C@@]([C@@](CO)(O2)[H])(O)[H])([H])[H])[H],thymidine,thymidine,50-89-5,5585,HMDB0000273,C00214,5789,Neg
873,400,5341,155495,Cofactors and Vitamins,Thiamine Metabolism,4421,NAMED,,NC1=C(C[N+]2=CSC(CC[O-])=C2C)C=NC(C)=N1,thiamin (Vitamin B1),thiamin (Vitamin B1),59-43-8,,HMDB0000235,"DG00125,C00378,D08580",1130,Pos Early
878,305,48195,153126,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1347,NAMED,BJHIKXHVCXFQLS-UYFOZJQFBH,OC[C@@]1(O)O[C@H](CO)[C@@H](O)[C@@H]1O,fructose,fructose,57-48-7,5764,HMDB0000660,C00095,2723872,Polar
880,400,554,155319,Nucleotide,"Purine Metabolism, Adenine containing",4148,NAMED,GFFGJBXGBJISGV-UHFFFAOYAT,NC1=NC=NC2=C1N=CN2,adenine,adenine,73-24-5,185,HMDB0000034,C00147,190,Pos Early
881,400,573,155326,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",4253,NAMED,OPTASPLRGRRNAP-UHFFFAOYAY,NC1=NC(NC=C1)=O,cytosine,cytosine,71-30-7,577,HMDB0000630,C00380,597,Pos Early
882,209,604,126810,Nucleotide,"Pyrimidine Metabolism, Thymine containing",4278,NAMED,RWQNBRDOKXIBIV-UHFFFAOYAL,O=C1C(C)=CNC(N1)=O,thymine,thymine,65-71-4,1103,HMDB0000262,C00178,1135,Neg
888,209,1642,125736,Lipid,Medium Chain Fatty Acid,1495,NAMED,GHVNFZFCNZKVNT-UHFFFAOYAC,CCCCCCCCCC(O)=O,caprate (10:0),caprate (10:0),334-48-5,2863,HMDB0000511,C01571,2969,Neg
891,209,1121,125718,Lipid,Long Chain Saturated Fatty Acid,1513,NAMED,KEMQGTRYUADPNZ-UHFFFAOYAT,O=C(O)CCCCCCCCCCCCCCCC,margarate (17:0),margarate (17:0),506-12-7,10033,HMDB0002259,,10465,Neg
892,209,1356,125722,Lipid,Long Chain Saturated Fatty Acid,1517,NAMED,ISYWECDDZWTKFF-UHFFFAOYAR,CCCCCCCCCCCCCCCCCCC(O)=O,nonadecanoate (19:0),nonadecanoate (19:0),646-30-0,12071,HMDB0000772,C16535,12591,Neg
893,209,1118,125716,Lipid,Long Chain Saturated Fatty Acid,1518,NAMED,VKOBVWXKNCXXDE-UHFFFAOYAB,CCCCCCCCCCCCCCCCCCCC(O)=O,arachidate (20:0),arachidate (20:0),506-30-9,10035,HMDB0002212,C06425,10467,Neg
913,305,15586,146486,Carbohydrate,Glycogen Metabolism,1300,NAMED,GUBGYTABKSRVRQ-ASMJPISFBF,O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H](O[C@@H]2CO)O)O)O)O,maltose,maltose,6363-53-7,388469,HMDB0000163,C00208,10991489,Polar
914,305,1471,147709,Carbohydrate,Pentose Metabolism,1261,NAMED,PYMYPHUHKUWMLA-LMVFSUKVBD,O=C[C@@H]([C@@H]([C@@H](CO)O)O)O,ribose,ribose,50-69-1,4470639,HMDB0000283,C00121,5779,Polar
917,400,512,155306,Amino Acid,Alanine and Aspartate Metabolism,40,NAMED,DCXYFEDJOCDNAF-REOHCLBHBD,NC(C[C@H](N)C(O)=O)=O,asparagine,asparagine,70-47-3,6031,HMDB0000168,C00152,6267,Pos Early
925,209,1644,125738,Lipid,Medium Chain Fatty Acid,1491,NAMED,MNWFXJYAOYHMED-UHFFFAOYAP,CCCCCCC(O)=O,heptanoate (7:0),heptanoate (7:0),111-14-8,7803,HMDB0000666,C17714,8094,Neg
926,209,32489,125850,Lipid,Medium Chain Fatty Acid,1490,NAMED,FUZZWVXGSFPDMH-UHFFFAOYAY,CCCCCC(O)=O,caproate (6:0),caproate (6:0),142-62-1,8552,HMDB0000535,C01585,8892,Neg
932,209,32492,125852,Lipid,Medium Chain Fatty Acid,1492,NAMED,WWZKQHOCKIZLMA-UHFFFAOYAH,CCCCCCCC(O)=O,caprylate (8:0),caprylate (8:0),124-07-2,370,HMDB0000482,C06423,379,Neg
935,305,1519,147116,Carbohydrate,Disaccharides and Oligosaccharides,1326,NAMED,CZMRCDWAGMRECN-UGDNZRGBBE,OC[C@]1(O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)[C@H]([C@@H]([C@@H](CO)O1)O)O,sucrose,sucrose,57-50-1,5768,HMDB0000258,C00089,5988,Polar
980,209,1361,125726,Lipid,Long Chain Saturated Fatty Acid,1510,NAMED,WQEPLUUGTLDZJY-UHFFFAOYAK,O=C(O)CCCCCCCCCCCCCC,pentadecanoate (15:0),pentadecanoate (15:0),"10002-84-2,1002-84-2",13249,HMDB0000826,C16537,13849,Neg
1001,400,32306,155905,Amino Acid,Urea cycle; Arginine and Proline Metabolism,513,NAMED,PMMYEEVYMWASQN-DMTCNVIQBF,O[C@@H]1C[C@@H](C(O)=O)NC1,trans-4-hydroxyproline,hydroxyproline,51-35-4,5605,HMDB0000725,C01157,5810,Pos Early
1002,305,1107,146424,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4134,NAMED,POJWUDADGALRAB-UHFFFAOYAE,O=C(N1)C(NC(N)=O)NC1=O,allantoin,allantoin,97-59-6,199,HMDB0000462,"C02348,C01551,C02350","439714,204,439713",Polar
1004,305,3147,147146,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",4122,NAMED,LRFVTYWOQMYALW-UHFFFAOYAT,O=C(N1)C(N=CN2)=C2NC1=O,xanthine,xanthine,69-89-6,1151,HMDB0000292,C00385,1188,Polar
1021,209,1494,123209,Amino Acid,Glutathione Metabolism,579,NAMED,ODHCTXKNWHHXJC-VKHMYHEABY,O=C1CC[C@@H]([C@@](O)=O)N1,5-oxoproline,5-oxoproline,98-79-3,7127,HMDB0000267,"C02237,C01879","439685,7405",Neg
1022,400,1512,155387,Amino Acid,Tryptophan Metabolism,282,NAMED,SIOXPEMLGUPBBT-UHFFFAOYAC,O=C(O)C1=NC=CC=C1,picolinate,picolinate,98-98-6,993,HMDB0002243,C10164,1018,Pos Early
1023,400,1516,155390,Amino Acid,"Glycine, Serine and Threonine Metabolism",5,NAMED,FSYKKLYZXJSNPZ-UHFFFAOYAL,CNCC(O)=O,sarcosine,sarcosine,107-97-1,1057,HMDB0000271,C00213,1088,Pos Early
1024,209,1508,124797,Cofactors and Vitamins,Pantothenate and CoA Metabolism,4337,NAMED,GHOKWGTUZJEAQD-ZETCQYMHBS,O=C(NCCC(O)=O)[C@H](O)C(C)(C)CO,pantothenate,pantothenate (Vitamin B5),137-08-6,6361,HMDB0000210,C00864,6613,Neg
1025,400,1444,155369,Amino Acid,Lysine Metabolism,131,NAMED,,OC(C1NCCCC1)=O,pipecolate,pipecolate,4043-87-2,,,,,Pos Early
1026,209,1600,124589,Lipid,Phospholipid Metabolism,2239,NAMED,SUHOOTKUPISOBE-UHFFFAOYAT,NCCOP(O)(O)=O,phosphoethanolamine,phosphoethanolamine (PE),1071-23-4,990,HMDB0000224,C00346,1015,Neg
1036,400,1778,155448,Peptide,Gamma-glutamyl Amino Acid,633,NAMED,RITKHVBHSGLULN-UHFFFAOYAW,O=C(O)C(CS)NC(CCC(N)C(O)=O)=O,gamma-glutamylcysteine,gamma-glutamylcysteine,636-58-8,819,HMDB0001049,C00669,123938,Pos Early
1052,305,1572,146444,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1243,NAMED,RBNPOMFGQQGHHO-UHFFFAOYAE,O=C(O)C(O)CO,glycerate,glycerate,600-19-1,732,"HMDB0000139,HMDB0006372",C00258,"439194,752",Polar
1053,400,3155,155489,Nucleotide,"Pyrimidine Metabolism, Uracil containing",4239,NAMED,JSJWCHRYRHKBBW-UHFFFAOYAH,OC(CCNC(N)=O)=O,3-ureidopropionate,3-ureidopropionate,462-88-4,109,HMDB0000026,C02642,111,Pos Early
1082,209,1587,126818,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",336,NAMED,WXNXCEHXYPACJF-ZETCQYMHBF,O=C(O)[C@H](CC(C)C)NC(C)=O,N-acetylleucine,N-acetylleucine,1188-21-2,64075,HMDB0011756,C02710,70912,Neg
1083,209,1589,124587,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",435,NAMED,XUYPXLNMDZIRQH-LURJTMIEBN,O=C(O)[C@H](CCSC)NC(C)=O,N-acetylmethionine,N-acetylmethionine,65-82-7,395338,HMDB0011745,C02712,448580,Neg
1084,209,1591,124807,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",417,NAMED,IHYJTAOFMMMOPX-LURJTMIEBI,O=C(O)[C@@H](NC(C)=O)C(C)C,N-acetylvaline,N-acetylvaline,96-81-1,60154,HMDB0011757,,66789,Neg
1087,209,1552,125983,Lipid,Long Chain Monounsaturated Fatty Acid,1548,NAMED,DPUOLQHDNGRHBS-UHFFFAOYAW,OC(CCCCCCCCCCC\C=C/CCCCCCCC)=O,erucate (22:1n9),erucate (22:1n9),112-86-7,7924,HMDB0002068,C08316,"8216,5281116",Neg
1090,402,43807,159596,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,4409,NAMED,BPYKTIZUTYGOLE-IFADSCNNBS,CC(C(N\1)=O)=C(C=C)C1=C/C2=C(C)C(CCC(O)=O)=C(CC3=C(CCC(O)=O)C(C)=C(/C=C4NC(C(C=C)=C/4C)=O)N3)N2,"bilirubin (Z,Z)",bilirubin,635-65-4,4444055,HMDB0000054,C00486,5280352,Pos Late
1096,305,32344,147194,Carbohydrate,Nucleotide Sugar,1380,NAMED,HSCJRCZFDFQWRP-JZMIEXBBBU,OC1C(N(C=CC2=O)C(N2)=O)OC(COP(O)(OP(OC(C(C(O)C3O)O)OC3CO)(O)=O)=O)C1O,UDP-glucose,UDP-glucose,117756-22-6,8308,HMDB0000286,C00029,8629,Polar
